-259628608379682816.000000 1.000000 2.000000 3.000000 
-259628608379682816.000000 1.100000 1.600000 2.900000 
-259628608379682816.000000 1.150000 1.231000 2.786000 
-259628608379682816.000000 1.158100 0.902510 2.648965 
-259628608379682816.000000 1.132541 0.621292 2.488588 
-259628608379682816.000000 1.081416 0.390574 2.310093 
-259628608379682816.000000 1.012332 0.209841 2.121321 
-259628608379682816.000000 0.932083 0.075342 1.930432 
-259628608379682816.000000 0.846409 -0.018916 1.744411 
-259628608379682816.000000 0.759876 -0.080032 1.568369 
-259628608379682816.000000 0.675886 -0.115218 1.405451 
-259628608379682816.000000 0.596775 -0.131100 1.257118 
-259628608379682816.000000 0.523988 -0.133334 1.123583 
-259628608379682816.000000 0.458256 -0.126476 1.004238 
-259628608379682816.000000 0.399782 -0.114023 0.898018 
-259628608379682816.000000 0.348402 -0.098543 0.803658 
-259628608379682816.000000 0.303707 -0.081849 0.719859 
-259628608379682816.000000 0.265152 -0.065156 0.645387 
-259628608379682816.000000 0.232121 -0.049237 0.579121 
-259628608379682816.000000 0.203985 -0.034544 0.520066 
-259628608379682816.000000 0.180132 -0.021300 0.467355 
-259628608379682816.000000 0.159989 -0.009575 0.420236 
-259628608379682816.000000 0.143033 0.000658 0.378059 
-259628608379682816.000000 0.128795 0.009488 0.340262 
-259628608379682816.000000 0.116864 0.017036 0.306358 
-259628608379682816.000000 0.106882 0.023439 0.275922 
-259628608379682816.000000 0.098537 0.028834 0.248580 
-259628608379682816.000000 0.091567 0.033355 0.224006 
-259628608379682816.000000 0.085746 0.037125 0.201911 
-259628608379682816.000000 0.080884 0.040256 0.182038 
-259628608379682816.000000 0.076821 0.042846 0.164160 
-259628608379682816.000000 0.073423 0.044983 0.148073 
-259628608379682816.000000 0.070579 0.046739 0.133596 
-259628608379682816.000000 0.068195 0.048180 0.120566 
-259628608379682816.000000 0.066194 0.049360 0.108838 
-259628608379682816.000000 0.064510 0.050323 0.098281 
-259628608379682816.000000 0.063092 0.051107 0.088778 
-259628608379682816.000000 0.061893 0.051746 0.080222 
-259628608379682816.000000 0.060879 0.052264 0.072520 
-259628608379682816.000000 0.060017 0.052684 0.065587 
-259628608379682816.000000 0.059284 0.053024 0.059344 
-259628608379682816.000000 0.058658 0.053298 0.053724 
-259628608379682816.000000 0.058122 0.053519 0.048664 
-259628608379682816.000000 0.057661 0.053696 0.044109 
-259628608379682816.000000 0.057265 0.053838 0.040008 
-259628608379682816.000000 0.056922 0.053952 0.036315 
-259628608379682816.000000 0.056625 0.054042 0.032991 
-259628608379682816.000000 0.056367 0.054114 0.029998 
-259628608379682816.000000 0.056142 0.054170 0.027303 
-259628608379682816.000000 0.055944 0.054214 0.024877 
-259628608379682816.000000 0.055771 0.054248 0.022692 
-259628608379682816.000000 0.055619 0.054274 0.020726 
-259628608379682816.000000 0.055484 0.054293 0.018955 
-259628608379682816.000000 0.055365 0.054307 0.017361 
-259628608379682816.000000 0.055259 0.054317 0.015925 
-259628608379682816.000000 0.055165 0.054323 0.014633 
-259628608379682816.000000 0.055081 0.054326 0.013469 
-259628608379682816.000000 0.055005 0.054328 0.012422 
-259628608379682816.000000 0.054938 0.054327 0.011478 
-259628608379682816.000000 0.054877 0.054325 0.010629 
-259628608379682816.000000 0.054821 0.054322 0.009864 
-259628608379682816.000000 0.054772 0.054318 0.009176 
-259628608379682816.000000 0.054726 0.054313 0.008555 
-259628608379682816.000000 0.054685 0.054307 0.007997 
-259628608379682816.000000 0.054647 0.054301 0.007494 
-259628608379682816.000000 0.054613 0.054295 0.007042 
-259628608379682816.000000 0.054581 0.054288 0.006634 
-259628608379682816.000000 0.054552 0.054281 0.006267 
-259628608379682816.000000 0.054525 0.054274 0.005936 
-259628608379682816.000000 0.054499 0.054267 0.005639 
-259628608379682816.000000 0.054476 0.054259 0.005371 
-259628608379682816.000000 0.054455 0.054252 0.005129 
-259628608379682816.000000 0.054434 0.054244 0.004912 
-259628608379682816.000000 0.054415 0.054236 0.004716 
-259628608379682816.000000 0.054397 0.054229 0.004539 
-259628608379682816.000000 0.054380 0.054221 0.004380 
-259628608379682816.000000 0.054365 0.054213 0.004237 
-259628608379682816.000000 0.054349 0.054205 0.004108 
-259628608379682816.000000 0.054335 0.054197 0.003992 
-259628608379682816.000000 0.054321 0.054189 0.003887 
-259628608379682816.000000 0.054308 0.054181 0.003793 
-259628608379682816.000000 0.054295 0.054173 0.003708 
-259628608379682816.000000 0.054283 0.054165 0.003631 
-259628608379682816.000000 0.054271 0.054158 0.003562 
-259628608379682816.000000 0.054260 0.054150 0.003500 
-259628608379682816.000000 0.054249 0.054142 0.003444 
-259628608379682816.000000 0.054238 0.054134 0.003393 
-259628608379682816.000000 0.054228 0.054126 0.003347 
-259628608379682816.000000 0.054218 0.054118 0.003306 
-259628608379682816.000000 0.054208 0.054110 0.003269 
-259628608379682816.000000 0.054198 0.054102 0.003235 
-259628608379682816.000000 0.054188 0.054094 0.003205 
-259628608379682816.000000 0.054179 0.054086 0.003178 
-259628608379682816.000000 0.054169 0.054078 0.003153 
-259628608379682816.000000 0.054160 0.054070 0.003131 
-259628608379682816.000000 0.054151 0.054062 0.003110 
-259628608379682816.000000 0.054142 0.054054 0.003092 
-259628608379682816.000000 0.054134 0.054046 0.003076 
-259628608379682816.000000 0.054125 0.054038 0.003061 
-259628608379682816.000000 0.054116 0.054030 0.003047 
-259628608379682816.000000 0.054108 0.054023 0.003035 
-259628608379682816.000000 0.054099 0.054015 0.003023 
-259628608379682816.000000 0.054091 0.054007 0.003013 
